direction,split,language,token,frequency
ar-ur/ar,devtest,ar,تفعل،,4
ar-ur/ar,devtest,ar,فستقوم,4
ar-ur/ar,devtest,ar,"يلزم""،",4
ar-ur/ar,devtest,ar,1.313,4
ar-ur/ar,devtest,ar,والمدى,4
ar-ur/ar,devtest,ar,المتوسط؛,4
ar-ur/ar,devtest,ar,كونتي,4
ar-ur/ar,devtest,ar,أطرها,4
ar-ur/ar,devtest,ar,ينيبه,4
ar-ur/ar,devtest,ar,1147,4
ar-ur/ar,devtest,ar,المُعترفة,4
ar-ur/ar,devtest,ar,"إنرجيز""",4
ar-ur/ar,devtest,ar,بالضربة,4
ar-ur/ar,devtest,ar,(إسرائيل,3
ar-ur/ar,devtest,ar,وحماس).,3
ar-ur/ar,devtest,ar,مبابي،,3
ar-ur/ar,devtest,ar,"""لدى",3
ar-ur/ar,devtest,ar,وبعجز,3
ar-ur/ar,devtest,ar,"""جرين",3
ar-ur/ar,devtest,ar,"بيس""",3
ar-ur/ar,devtest,ar,1.294,3
ar-ur/ar,devtest,ar,مينديز,3
ar-ur/ar,devtest,ar,دانون،,3
ar-ur/ar,devtest,ar,ستنهي,3
ar-ur/ar,devtest,ar,وتستعيد,3
ar-ur/ar,devtest,ar,ستصعّد,3
ar-ur/ar,devtest,ar,الزوراء,3
ar-ur/ar,devtest,ar,للحل،,3
ar-ur/ar,devtest,ar,ماناكر,3
ar-ur/ar,devtest,ar,المسال،,3
ar-ur/ar,devtest,ar,1313,3
ar-ur/ar,devtest,ar,والموجّه,3
ar-ur/ar,devtest,ar,4.6%,3
ar-ur/ar,devtest,ar,ترحيبها,3
ar-ur/ar,devtest,ar,فيراتي,2
ar-ur/ar,devtest,ar,ترامببشأن,2
ar-ur/ar,devtest,ar,الشمري,2
ar-ur/ar,devtest,ar,ونصت,2
ar-ur/ar,devtest,ar,الجعيد،,2
ar-ur/ar,devtest,ar,والموجَّه,2
ar-ur/ar,devtest,ar,مثيثوا,2
ar-ur/ar,devtest,ar,وتشديد,2
ar-ur/ar,devtest,ar,ولكون,2
ar-ur/ar,devtest,ar,استباقي؛,2
ar-ur/ar,devtest,ar,بُعد.,2
ar-ur/ar,devtest,ar,مونتجويك،,2
ar-ur/ar,devtest,ar,بزميله,2
ar-ur/ar,devtest,ar,التدشين,2
ar-ur/ar,devtest,ar,والمائية،,2
ar-ur/ar,devtest,ar,والمعالجة,2
ar-ur/ar,devtest,ar,4.4%،,2
ar-ur/ar,devtest,ar,"والفصائل"".",2
ar-ur/ar,devtest,ar,"""منفتحة",2
ar-ur/ar,devtest,ar,ثوابتها,2
ar-ur/ar,devtest,ar,(فرنسا،,2
ar-ur/ar,devtest,ar,بوتر،,2
ar-ur/ar,devtest,ar,عصاه,2
ar-ur/ar,devtest,ar,ترامب،حركة,2
ar-ur/ar,devtest,ar,حماس4,2
ar-ur/ar,devtest,ar,قاتماً،,2
ar-ur/ar,devtest,ar,للتباحث,2
ar-ur/ar,devtest,ar,والسلوكيات,2
ar-ur/ar,devtest,ar,والصكوك,2
ar-ur/ar,devtest,ar,والقروض,2
ar-ur/ar,devtest,ar,مُتفق,2
ar-ur/ar,devtest,ar,مرايا,2
ar-ur/ar,devtest,ar,بارتوميو،,2
ar-ur/ar,devtest,ar,"""تنتظر",2
ar-ur/ar,devtest,ar,السلام..,2
ar-ur/ar,devtest,ar,وسلوكاً,2
ar-ur/ar,devtest,ar,"الحركة""،",2
ar-ur/ar,devtest,ar,دكتورة,2
ar-ur/ar,devtest,ar,1.25,2
ar-ur/ar,devtest,ar,طبيعيًا,2
ar-ur/ar,devtest,ar,"لـ""وزارة",2
ar-ur/ar,devtest,ar,1.419,2
ar-ur/ar,devtest,ar,لاقتصاديات,2
ar-ur/ar,devtest,ar,للغاز،,2
ar-ur/ar,devtest,ar,المدمر،,2
ar-ur/ar,devtest,ar,الماضيتين،,2
ar-ur/ar,devtest,ar,مطبق،,2
ar-ur/ar,devtest,ar,وتكراراً.,2
ar-ur/ar,devtest,ar,بيري،,2
ar-ur/ar,devtest,ar,فاعلًا,2
ar-ur/ar,devtest,ar,والطويل؛,2
ar-ur/ar,devtest,ar,ومحددات,2
ar-ur/ar,devtest,ar,1294,2
ar-ur/ar,devtest,ar,1419,2
ar-ur/ar,devtest,ar,"بـ""التافه",2
ar-ur/ar,devtest,ar,"الشكوى""",2
ar-ur/ar,devtest,ar,التحولي،,2
ar-ur/ar,devtest,ar,الكيرسيتين،,2
ar-ur/ar,devtest,ar,التأكسدي,2
ar-ur/ar,devtest,ar,لمحاولات,2
ar-ur/ar,devtest,ar,بديلا,2
ar-ur/ar,devtest,ar,تيبو,2
ar-ur/ar,devtest,ar,للتطورات,2
ar-ur/ar,devtest,ar,والحرص,2
ar-ur/ar,devtest,ar,"""الوقت",2
ar-ur/ar,devtest,ar,"للرد""،",2
ar-ur/ar,devtest,ar,وجهودها,2
ar-ur/ar,devtest,ar,ومواطنيها,2
ar-ur/ar,devtest,ar,إسرائيل)،,2
ar-ur/ar,devtest,ar,الصاع,2
ar-ur/ar,devtest,ar,بالخطة،,2
ar-ur/ar,devtest,ar,ومدعومة,2
ar-ur/ar,devtest,ar,معتبرة،,2
ar-ur/ar,devtest,ar,الطارئة.,2
ar-ur/ar,devtest,ar,توقعتوزارة,2
ar-ur/ar,devtest,ar,السعوديةأن,2
ar-ur/ar,devtest,ar,الجدعان,2
ar-ur/ar,devtest,ar,النزال,2
ar-ur/ar,devtest,ar,القاضية),2
ar-ur/ar,devtest,ar,القاضية).,2
ar-ur/ar,devtest,ar,والبناء.,2
ar-ur/ar,devtest,ar,موروثة,1
ar-ur/ar,devtest,ar,جد،,1
ar-ur/ar,devtest,ar,بالأعشاب,1
ar-ur/ar,devtest,ar,بممارسات,1
ar-ur/ar,devtest,ar,كالكي.,1
ar-ur/ar,devtest,ar,ويروي,1
ar-ur/ar,devtest,ar,"""قصصًا",1
ar-ur/ar,devtest,ar,"مبهرة""",1
ar-ur/ar,devtest,ar,استعصى,1
ar-ur/ar,devtest,ar,علاجهم,1
ar-ur/ar,devtest,ar,تعافوا,1
ar-ur/ar,devtest,ar,عشبية,1
ar-ur/ar,devtest,ar,"""أساطير""",1
ar-ur/ar,devtest,ar,يروّج,1
ar-ur/ar,devtest,ar,لضمه,1
ar-ur/ar,devtest,ar,لتشافي,1
ar-ur/ar,devtest,ar,"ديبورتيفو"".",1
ar-ur/ar,devtest,ar,ستقلص,1
ar-ur/ar,devtest,ar,جانبهم،,1
ar-ur/ar,devtest,ar,هاكيم,1
ar-ur/ar,devtest,ar,وتشاك,1
ar-ur/ar,devtest,ar,"""خلافات",1
ar-ur/ar,devtest,ar,باباً,1
ar-ur/ar,devtest,ar,للتفاهم,1
ar-ur/ar,devtest,ar,ونبه,1
ar-ur/ar,devtest,ar,والزيادات,1
ar-ur/ar,devtest,ar,نراها,1
ar-ur/ar,devtest,ar,بارو,1
ar-ur/ar,devtest,ar,"إنتر""",1
ar-ur/ar,devtest,ar,حتماً،,1
ar-ur/ar,devtest,ar,التنصل,1
ar-ur/ar,devtest,ar,وعليها,1
ar-ur/ar,devtest,ar,واقعية:,1
ar-ur/ar,devtest,ar,"خسرت""،",1
ar-ur/ar,devtest,ar,بغالبية,1
ar-ur/ar,devtest,ar,ويدين,1
ar-ur/ar,devtest,ar,لنجمه,1
ar-ur/ar,devtest,ar,"""هاتريك""،",1
ar-ur/ar,devtest,ar,كايرات،,1
ar-ur/ar,devtest,ar,ماستانتونو.,1
ar-ur/ar,devtest,ar,الخاصية،,1
ar-ur/ar,devtest,ar,9،,1
ar-ur/ar,devtest,ar,"""ابنِ",1
ar-ur/ar,devtest,ar,ألبوم,1
ar-ur/ar,devtest,ar,مُصنفًا,1
ar-ur/ar,devtest,ar,ومرفقًا,1
ar-ur/ar,devtest,ar,"التصوير.""",1
ar-ur/ar,devtest,ar,فريقان,1
ar-ur/ar,devtest,ar,بشخصية,1
ar-ur/ar,devtest,ar,المنافس.,1
ar-ur/ar,devtest,ar,سيخلق,1
ar-ur/ar,devtest,ar,التسرع.,1
ar-ur/ar,devtest,ar,منتقداً,1
ar-ur/ar,devtest,ar,أوضحوزير,1
ar-ur/ar,devtest,ar,عراقجيأن,1
ar-ur/ar,devtest,ar,مريرتين,1
ar-ur/ar,devtest,ar,عسكري.,1
ar-ur/ar,devtest,ar,الكلي.,1
ar-ur/ar,devtest,ar,كبيرٌ,1
ar-ur/ar,devtest,ar,نشهدُ,1
ar-ur/ar,devtest,ar,نهايةَ,1
ar-ur/ar,devtest,ar,الحربِ,1
ar-ur/ar,devtest,ar,أقطابٍ,1
ar-ur/ar,devtest,ar,رافضةٍ,1
ar-ur/ar,devtest,ar,حماسيةٍ,1
ar-ur/ar,devtest,ar,ونتنياهوية.,1
ar-ur/ar,devtest,ar,مصيراً,1
ar-ur/ar,devtest,ar,والمؤسس,1
ar-ur/ar,devtest,ar,انفتاحًا,1
ar-ur/ar,devtest,ar,وابتكارًا.,1
ar-ur/ar,devtest,ar,(6),1
ar-ur/ar,devtest,ar,نموالاقتصاد,1
ar-ur/ar,devtest,ar,السويسريخلال,1
ar-ur/ur,dev,ur,جنینا,13
ar-ur/ur,dev,ur,LNG,6
ar-ur/ur,dev,ur,گوئرنگ,5
ar-ur/ur,dev,ur,Lutnick,4
ar-ur/ur,dev,ur,رائز,4
ar-ur/ur,dev,ur,مائنر,4
ar-ur/ur,dev,ur,قبرصی,4
ar-ur/ur,dev,ur,Nike,3
ar-ur/ur,dev,ur,میکڈونلڈ,3
ar-ur/ur,dev,ur,ہائپرکورٹیسولزم,3
ar-ur/ur,dev,ur,السویدی,3
ar-ur/ur,dev,ur,BMW,3
ar-ur/ur,dev,ur,BHP,3
ar-ur/ur,dev,ur,سلطنت،,3
ar-ur/ur,dev,ur,سائیکس,3
ar-ur/ur,dev,ur,پیکوٹ,3
ar-ur/ur,dev,ur,Sykes-Picot,3
ar-ur/ur,dev,ur,الیکٹرون,3
ar-ur/ur,dev,ur,سیکس،,3
ar-ur/ur,dev,ur,اوسیمہن,3
ar-ur/ur,dev,ur,Exynos,3
ar-ur/ur,dev,ur,KKR,3
ar-ur/ur,dev,ur,ہاسپیٹلٹی,3
ar-ur/ur,dev,ur,50-50,3
ar-ur/ur,dev,ur,"""سرپلس",3
ar-ur/ur,dev,ur,"پاور""",3
ar-ur/ur,dev,ur,مرجہ,3
ar-ur/ur,dev,ur,Kpler,2
ar-ur/ur,dev,ur,پیٹروناس,2
ar-ur/ur,dev,ur,(اسرائیل,2
ar-ur/ur,dev,ur,حماس),2
ar-ur/ur,dev,ur,$3,2
ar-ur/ur,dev,ur,​​ہیڈ,2
ar-ur/ur,dev,ur,ہائپوکورٹیسولزم,2
ar-ur/ur,dev,ur,سیکریشن,2
ar-ur/ur,dev,ur,XAI,2
ar-ur/ur,dev,ur,GroWikpedia,2
ar-ur/ur,dev,ur,گالاتاسرے,2
ar-ur/ur,dev,ur,Oktoberfest,2
ar-ur/ur,dev,ur,KKR،,2
ar-ur/ur,dev,ur,"Ocean""",2
ar-ur/ur,dev,ur,الفالق,2
ar-ur/ur,dev,ur,"گھمنڈ""",2
ar-ur/ur,dev,ur,"تکبر""",2
ar-ur/ur,dev,ur,AIG,2
ar-ur/ur,dev,ur,"""ریٹنا""",2
ar-ur/ur,dev,ur,سمجھنا:,2
ar-ur/ur,dev,ur,سائیکس-پکوٹ,2
ar-ur/ur,dev,ur,فجیرہ,2
ar-ur/ur,dev,ur,"""ایسے",2
ar-ur/ur,dev,ur,Berkshire,2
ar-ur/ur,dev,ur,پلانے,2
ar-ur/ur,dev,ur,Adeer,2
ar-ur/ur,dev,ur,Estate,2
ar-ur/ur,dev,ur,ریٹینل,2
ar-ur/ur,dev,ur,نیتشیر,2
ar-ur/ur,dev,ur,2600,2
ar-ur/ur,dev,ur,MidOcean،,2
ar-ur/ur,dev,ur,11.6,2
ar-ur/ur,dev,ur,"COVID""",2
ar-ur/ur,dev,ur,Hakkanen,2
ar-ur/ur,dev,ur,XIA,2
ar-ur/ur,dev,ur,"تلاش""",2
ar-ur/ur,dev,ur,ٹِلی,2
ar-ur/ur,dev,ur,الرجی,2
ar-ur/ur,dev,ur,ہینکس,2
ar-ur/ur,dev,ur,اکازوا,2
ar-ur/ur,dev,ur,فائبرز,2
ar-ur/ur,dev,ur,"ریل""",2
ar-ur/ur,dev,ur,الشقیلاب,2
ar-ur/ur,dev,ur,بیریز,2
ar-ur/ur,dev,ur,Tsevilyov,2
ar-ur/ur,dev,ur,سرتسلیم,2
ar-ur/ur,dev,ur,جیکسن,2
ar-ur/ur,dev,ur,باسکٹ,2
ar-ur/ur,dev,ur,برطرفیوں,2
ar-ur/ur,dev,ur,گارناچو,2
ar-ur/ur,dev,ur,"""ازہ",2
ar-ur/ur,dev,ur,بریمر,2
ar-ur/ur,dev,ur,سلاویہ,2
ar-ur/ur,dev,ur,فلوٹیلا،,2
ar-ur/ur,dev,ur,آکازاوا,2
ar-ur/ur,dev,ur,سمری،,2
ar-ur/ur,dev,ur,2.19,2
ar-ur/ur,dev,ur,سرایا,2
ar-ur/ur,dev,ur,موہجرانی,2
ar-ur/ur,dev,ur,"""بلیئر",2
ar-ur/ur,dev,ur,"بڑھانا""",2
ar-ur/ur,dev,ur,ایگلز,2
ar-ur/ur,dev,ur,بیریاں,2
ar-ur/ur,dev,ur,گیسلر,2
ar-ur/ur,dev,ur,"""میچورٹی",2
ar-ur/ur,dev,ur,جارجی,2
ar-ur/ur,dev,ur,مامارداشویلی,2
ar-ur/ur,dev,ur,دیدی,2
ar-ur/ur,dev,ur,محراق,2
ar-ur/ur,dev,ur,27.8%,2
ar-ur/ur,dev,ur,Topmüller,2
ar-ur/ur,dev,ur,ایمسٹرڈیم,2
ar-ur/ur,dev,ur,نائکی,2
ar-ur/ur,dev,ur,IFR,2
ar-ur/ur,dev,ur,"""زلزلے""",1
ar-ur/ur,dev,ur,انتھونی،,1
ar-ur/ur,dev,ur,ہیریٹیج,1
ar-ur/ur,dev,ur,بازاری،,1
ar-ur/ur,dev,ur,1.72,1
ar-ur/ur,dev,ur,سلیٹ,1
ar-ur/ur,dev,ur,"""LNG",1
ar-ur/ur,dev,ur,"کینیڈا""",1
ar-ur/ur,dev,ur,(ستمبر),1
ar-ur/ur,dev,ur,"میڈیکل""",1
ar-ur/ur,dev,ur,سونگھنے,1
ar-ur/ur,dev,ur,"""عربسک""",1
ar-ur/ur,dev,ur,$11.7,1
ar-ur/ur,dev,ur,$727,1
ar-ur/ur,dev,ur,میڈیم،,1
ar-ur/ur,dev,ur,سمال,1
ar-ur/ur,dev,ur,چیئرپرسن،,1
ar-ur/ur,dev,ur,ہالہ,1
ar-ur/ur,dev,ur,میں)،,1
ar-ur/ur,dev,ur,(68%)،,1
ar-ur/ur,dev,ur,(9%)،,1
ar-ur/ur,dev,ur,ہائپو,1
ar-ur/ur,dev,ur,(23%),1
ar-ur/ur,dev,ur,(اندرونی,1
ar-ur/ur,dev,ur,ہائپوکورٹیسول,1
ar-ur/ur,dev,ur,$1.48,1
ar-ur/ur,dev,ur,*ایمریٹس,1
ar-ur/ur,dev,ur,ٹوڈے,1
ar-ur/ur,dev,ur,ایچ),1
ar-ur/ur,dev,ur,لیکیفیکشن۔,1
ar-ur/ur,dev,ur,8.6,1
ar-ur/ur,dev,ur,"""پرتشدد",1
ar-ur/ur,dev,ur,"جھٹکا""",1
ar-ur/ur,dev,ur,"""ڈرامے",1
ar-ur/ur,dev,ur,باب...,1
ar-ur/ur,dev,ur,تسویلیوف,1
ar-ur/ur,dev,ur,اوکسیڈنٹ,1
ar-ur/ur,dev,ur,آکسی,1
ar-ur/ur,dev,ur,کیم,1
ar-ur/ur,dev,ur,"""گائیڈ",1
ar-ur/ur,dev,ur,"انفیکشنز""",1
ar-ur/ur,dev,ur,آرامکو،,1
ar-ur/ur,dev,ur,"""Med",1
ar-ur/ur,dev,ur,"""Mid",1
ar-ur/ur,dev,ur,Lake,1
ar-ur/ur,dev,ur,Charles,1
ar-ur/ur,dev,ur,سٹیونز,1
ar-ur/ur,dev,ur,"""2003",1
ar-ur/ur,dev,ur,سعودی-عمانی,1
ar-ur/ur,dev,ur,49.25,1
ar-ur/ur,dev,ur,رومیلا,1
ar-ur/ur,dev,ur,Lotnick,1
ar-ur/ur,dev,ur,مخاصمت,1
ar-ur/ur,dev,ur,"""احمق""",1
ar-ur/ur,dev,ur,آبدوزیں,1
ar-ur/ur,dev,ur,گوئی،,1
ar-ur/ur,dev,ur,خلاصہ،,1
ar-ur/ur,dev,ur,500،,1
ar-ur/ur,dev,ur,ڈیک،,1
ar-ur/ur,dev,ur,چاہوں,1
ar-ur/ur,dev,ur,1861ء,1
ar-ur/ur,dev,ur,آئینوں,1
ar-ur/ur,dev,ur,1882,1
ar-ur/ur,dev,ur,(اسکول),1
ar-ur/ur,dev,ur,Psyotkes,1
ar-ur/ur,dev,ur,گری۔,1
ar-ur/ur,dev,ur,نیورمبرگ,1
ar-ur/ur,dev,ur,"""کمزوری",1
ar-ur/ur,dev,ur,ٹھہرائیں؟,1
ar-ur/ur,dev,ur,"1,571",1
ar-ur/ur,dev,ur,(NHTSA),1
ar-ur/ur,dev,ur,54،000,1
ar-ur/ur,dev,ur,​​منصوبے,1
ar-ur/ur,dev,ur,Mid,1
ar-ur/ur,dev,ur,Ocean,1
ar-ur/ur,dev,ur,(Petronas),1
ar-ur/ur,dev,ur,اٹھنا,1
ar-ur/ur,dev,ur,باندھنا,1
ar-ur/ur,dev,ur,ہاں...,1
ar-ur/ur,dev,ur,سلطنتیں,1
ar-ur/ur,dev,ur,عثمانیہ،,1
ar-ur/ur,dev,ur,آسٹرو,1
ar-ur/ur,dev,ur,87.6,1
ar-ur/ur,dev,ur,Anadarko,1
ar-ur/ur,dev,ur,جتوانے,1
ar-ur/ur,dev,ur,خارش,1
ar-ur/ur,dev,ur,کاراباغ,1
ar-ur/ur,dev,ur,​​کاراباخ,1
ar-ur/ur,dev,ur,شاک,1
ar-ur/ur,dev,ur,ڈینو,1
ar-ur/ur,dev,ur,ٹاپمولر,1
ar-ur/ur,dev,ur,"""کنگڈم",1
ar-ur/ur,dev,ur,تاریخی،,1
ar-ur/ur,dev,ur,فکری،,1
ar-ur/ur,dev,ur,36.1,1
ar-ur/ur,dev,ur,جوڑیں,1
ar-ur/ur,dev,ur,السیلا,1
ar-ur/ur,dev,ur,ڈھید،,1
ar-ur/ur,dev,ur,دبئی۔,1
ar-ur/ur,devtest,ur,1.147,5
ar-ur/ur,devtest,ur,"1,147",5
ar-ur/ur,devtest,ur,1.313,4
ar-ur/ur,devtest,ur,کونٹے,4
ar-ur/ur,devtest,ur,کھیپوں,4
ar-ur/ur,devtest,ur,آؤٹ),4
ar-ur/ur,devtest,ur,(اسرائیل,3
ar-ur/ur,devtest,ur,حماس),3
ar-ur/ur,devtest,ur,الولا,3
ar-ur/ur,devtest,ur,ہوابازی,3
ar-ur/ur,devtest,ur,پیڈری,3
ar-ur/ur,devtest,ur,1.294,3
ar-ur/ur,devtest,ur,مونٹجوک,3
ar-ur/ur,devtest,ur,ڈینن,3
ar-ur/ur,devtest,ur,​​دھمکیوں,3
ar-ur/ur,devtest,ur,"1,313",3
ar-ur/ur,devtest,ur,"جینز""",3
ar-ur/ur,devtest,ur,کیراٹ,2
ar-ur/ur,devtest,ur,الجعید,2
ar-ur/ur,devtest,ur,(PSG),2
ar-ur/ur,devtest,ur,مینڈس,2
ar-ur/ur,devtest,ur,الزوارہ,2
ar-ur/ur,devtest,ur,نمائندے),2
ar-ur/ur,devtest,ur,زیرصدارت,2
ar-ur/ur,devtest,ur,بارٹومیو,2
ar-ur/ur,devtest,ur,الزوراء,2
ar-ur/ur,devtest,ur,1.419,2
ar-ur/ur,devtest,ur,"1,294",2
ar-ur/ur,devtest,ur,2028۔,2
ar-ur/ur,devtest,ur,یوئیفا,2
ar-ur/ur,devtest,ur,"قسمت""",2
ar-ur/ur,devtest,ur,تھیباؤٹ,2
ar-ur/ur,devtest,ur,کورٹوئس,2
ar-ur/ur,devtest,ur,پوائنٹس،,2
ar-ur/ur,devtest,ur,الانصاری,2
ar-ur/ur,devtest,ur,"""جواب",2
ar-ur/ur,devtest,ur,لاپورٹا,2
ar-ur/ur,devtest,ur,"کہانیاں""",1
ar-ur/ur,devtest,ur,"""افسانے""",1
ar-ur/ur,devtest,ur,پھیلایا,1
ar-ur/ur,devtest,ur,جارجز,1
ar-ur/ur,devtest,ur,البم,1
ar-ur/ur,devtest,ur,(2025),1
ar-ur/ur,devtest,ur,الطیار,1
ar-ur/ur,devtest,ur,Carl,1
ar-ur/ur,devtest,ur,Pei,1
ar-ur/ur,devtest,ur,خطے،,1
ar-ur/ur,devtest,ur,ژاں,1
ar-ur/ur,devtest,ur,بارو,1
ar-ur/ur,devtest,ur,"($4,690)",1
ar-ur/ur,devtest,ur,میتھوا,1
ar-ur/ur,devtest,ur,بائیسویں,1
ar-ur/ur,devtest,ur,Koke,1
ar-ur/ur,devtest,ur,"""Luis",1
ar-ur/ur,devtest,ur,Companis,1
ar-ur/ur,devtest,ur,"Montjuïc""",1
ar-ur/ur,devtest,ur,مڈ,1
ar-ur/ur,devtest,ur,کیپٹلزم,1
ar-ur/ur,devtest,ur,Ben-Gvir،,1
ar-ur/ur,devtest,ur,"""یقینا،",1
ar-ur/ur,devtest,ur,"گے.""",1
ar-ur/ur,devtest,ur,$7.5,1
ar-ur/ur,devtest,ur,ترتیبات،,1
ar-ur/ur,devtest,ur,کی),1
ar-ur/ur,devtest,ur,(بارسلونا,1
ar-ur/ur,devtest,ur,کوچ),1
ar-ur/ur,devtest,ur,(UNIFIL)،,1
ar-ur/ur,devtest,ur,1975-1990,1
ar-ur/ur,devtest,ur,الرمانسیہ,1
ar-ur/ur,devtest,ur,(122),1
ar-ur/ur,devtest,ur,5.0,1
ar-ur/ur,devtest,ur,اینڈروئیڈ,1
ar-ur/ur,devtest,ur,LNG,1
ar-ur/ur,devtest,ur,'سپر'۔,1
ar-ur/ur,devtest,ur,المدت,1
ar-ur/ur,devtest,ur,شو،,1
ar-ur/ur,devtest,ur,بلخ,1
ar-ur/ur,devtest,ur,(شمال),1
ar-ur/ur,devtest,ur,اخندزادہ,1
ar-ur/ur,devtest,ur,14.2,1
ar-ur/ur,devtest,ur,32.9,1
ar-ur/ur,devtest,ur,27.9,1
ar-ur/ur,devtest,ur,"یورو""",1
ar-ur/ur,devtest,ur,"""روزانہ",1
ar-ur/ur,devtest,ur,36.4,1
ar-ur/ur,devtest,ur,1.05,1
ar-ur/ur,devtest,ur,مینیکر,1
ar-ur/ur,devtest,ur,Mokensta's,1
ar-ur/ur,devtest,ur,پروگراموں،,1
ar-ur/ur,devtest,ur,سبزہ,1
ar-ur/ur,devtest,ur,​​زائد,1
ar-ur/ur,devtest,ur,الطواری,1
ar-ur/ur,devtest,ur,"""کویت",1
ar-ur/ur,devtest,ur,کوانٹیکو،,1
ar-ur/ur,devtest,ur,"نہیں۔""",1
ar-ur/ur,devtest,ur,"میڈ""",1
ar-ur/ur,devtest,ur,"""نہیں""",1
ar-ur/ur,devtest,ur,"اضافہ۔""",1
ar-ur/ur,devtest,ur,کھیلی,1
ar-ur/ur,devtest,ur,"رابطے""",1
ar-ur/ur,devtest,ur,چھپایا,1
ar-ur/ur,devtest,ur,برقراری,1
ar-ur/ur,devtest,ur,ہارا,1
ar-ur/ur,devtest,ur,"ڈیفنس""",1
ar-ur/ur,devtest,ur,"اخلاقی""",1
ar-ur/ur,devtest,ur,ایڈجسٹمنٹ،,1
ar-ur/ur,devtest,ur,تکثیریت,1
ar-ur/ur,devtest,ur,"84,000",1
ar-ur/ur,devtest,ur,"مارک""",1
ar-ur/ur,devtest,ur,"میراث""",1
ar-ur/ur,devtest,ur,cauterization,1
ar-ur/ur,devtest,ur,"""turbination""",1
ar-ur/ur,devtest,ur,وقت۔,1
ar-ur/ur,devtest,ur,KKR,1
ar-ur/ur,devtest,ur,1.25,1
ar-ur/ur,devtest,ur,کنفیگریشنز,1
ar-ur/ur,devtest,ur,34.3,1
ar-ur/ur,devtest,ur,خریدی،,1
ar-ur/ur,devtest,ur,21.2,1
ar-ur/ur,devtest,ur,گردوغبار,1
ar-ur/ur,devtest,ur,کھمبے,1
ar-ur/ur,devtest,ur,​​مقابلوں,1
ar-ur/ur,devtest,ur,یکجہتی،,1
ar-ur/ur,devtest,ur,السواہا,1
ar-ur/ur,devtest,ur,"وزارت""",1
ar-ur/ur,devtest,ur,نبھانے,1
ar-ur/ur,devtest,ur,7.60,1
ar-ur/ur,devtest,ur,پارٹنر،,1
ar-ur/ur,devtest,ur,"""ٹوٹل",1
ar-ur/ur,devtest,ur,"انرجی،""",1
ar-ur/ur,devtest,ur,"""سیوی،""",1
ar-ur/ur,devtest,ur,"""نیچرجی""",1
ar-ur/ur,devtest,ur,$1.45,1
ar-ur/ur,devtest,ur,$1.25,1
ar-ur/ur,devtest,ur,مالابسورپشن,1
ar-ur/ur,devtest,ur,کائلان,1
ar-ur/ur,devtest,ur,مرایا,1
ar-ur/ur,devtest,ur,تقریب،,1
ar-ur/ur,devtest,ur,Prevo,1
ar-ur/ur,devtest,ur,(2015),1
ar-ur/ur,devtest,ur,"22,580.359",1
ar-ur/ur,devtest,ur,83,1
ar-ur/ur,devtest,ur,93ویں,1
ar-ur/ur,devtest,ur,ورڈ,1
ar-ur/ur,devtest,ur,"""متحد",1
ar-ur/ur,devtest,ur,"حکومت""",1
ar-ur/ur,devtest,ur,"اظہار""",1
ar-ur/ur,devtest,ur,لپٹا,1
ar-ur/ur,devtest,ur,لڑیں,1
ar-ur/ur,devtest,ur,"""الشرق",1
ar-ur/ur,devtest,ur,ڈجک,1
ar-ur/ur,devtest,ur,وجنلڈم,1
ar-ur/ur,devtest,ur,ڈرائبلنگ,1
ar-ur/ur,devtest,ur,مینڈیس,1
ar-ur/ur,devtest,ur,ایڈوب,1
ar-ur/ur,devtest,ur,"""معاون""",1
ar-ur/ur,devtest,ur,اسپیچ,1
ar-ur/ur,devtest,ur,کنورژن۔,1
ar-ur/ur,devtest,ur,61.8,1
ar-ur/ur,devtest,ur,الصحولہ,1
ar-ur/ur,devtest,ur,"""لوک",1
ar-ur/ur,devtest,ur,"""مریم",1
ar-ur/ur,devtest,ur,"ہتھیلی""،",1
ar-ur/ur,devtest,ur,بانجھ,1
ar-ur/ur,devtest,ur,زرخیزی,1
ar-ur/ur,devtest,ur,"""لیکوریس""،",1
ar-ur/ur,devtest,ur,موزوں؛,1
ar-ur/ur,devtest,ur,"""گھاس",1
ar-ur/ur,devtest,ur,"کاٹنا،""",1
ar-ur/ur,devtest,ur,موثر۔,1
ar-ur/ur,devtest,ur,"""UNIFIL",1
ar-ur/ur,devtest,ur,"""پیکٹین""",1
ar-ur/ur,devtest,ur,quercetin,1
ar-ur/ur,devtest,ur,چھلکے,1
ar-ur/ur,devtest,ur,کُل,1
ar-ur/ur,devtest,ur,گلر،,1
ar-ur/ur,devtest,ur,(ملکی,1
ar-ur/ur,devtest,ur,نکوسیناتھی,1
ar-ur/ur,devtest,ur,میتھوا،,1
ar-ur/ur,devtest,ur,22ویں,1
ar-ur/ur,devtest,ur,گوا,1
ar-ur/ur,devtest,ur,استغلال,1
ar-ur/ur,devtest,ur,تقریباً:,1
ar-ur/ur,devtest,ur,20.6,1
ar-ur/ur,devtest,ur,کاربوہائیڈریٹس,1
ar-ur/ur,devtest,ur,2.38,1
ar-ur/ur,devtest,ur,کاوش,1
ar-ur/ur,devtest,ur,المت,1
ar-ur/ur,devtest,ur,ستبائیف،,1
ar-ur/ur,devtest,ur,ویلری,1
